UTC_time,House overall [kW],Price ($/MWh),use [kW],gen [kW]
2016-01-04 15:14:50,-0.13866666700000002,19.81,0.133783333,0.27245
2016-01-04 15:14:51,-0.0741,19.81,0.1648,0.2389
2016-01-04 15:14:52,-0.12,19.81,0.1417,0.2617
2016-01-04 15:14:53,-0.165833334,19.81,0.119083333,0.284916667
2016-01-04 15:14:54,-0.18164999999999998,19.81,0.1123,0.29395
2016-01-04 15:14:55,-0.09436666699999999,19.81,0.155683333,0.25005
2016-01-04 15:14:56,-0.13288333299999996,19.81,0.135966667,0.26885
2016-01-04 15:14:57,-0.023816666999999986,19.81,0.249033333,0.27285
2016-01-04 15:14:58,0.10491666599999999,19.81,0.342133333,0.237216667
2016-01-04 15:14:59,0.20650000000000002,19.81,0.3894,0.1829
2016-01-04 15:15:00,0.2245,19.81,0.398266667,0.173766667
2016-01-04 15:15:01,0.27265,19.81,0.421633333,0.148983333
2016-01-04 15:15:02,0.33285000000000003,19.81,0.450633333,0.117783333
2016-01-04 15:15:03,0.307883333,19.81,0.438333333,0.13045
2016-01-04 15:15:04,0.26705,19.81,0.4182,0.15115
2016-01-04 15:15:05,0.2385,19.81,0.404516667,0.166016667
2016-01-04 15:15:06,0.21241666699999998,19.81,0.39135,0.178933333
2016-01-04 15:15:07,0.14134999999999998,19.81,0.35495,0.2136
2016-01-04 15:15:08,0.148483333,19.81,0.359283333,0.2108
2016-01-04 15:15:09,0.308633334,19.81,0.484266667,0.175633333
2016-01-04 15:15:10,0.31479999999999997,19.81,0.493383333,0.178583333
2016-01-04 15:15:11,0.15876666699999997,19.81,0.415166667,0.2564
2016-01-04 15:15:12,0.07671666700000002,19.81,0.372716667,0.296
2016-01-04 15:15:13,0.04428333299999998,19.81,0.353633333,0.30935
2016-01-04 15:15:14,0.03721666700000004,19.81,0.347866667,0.31065
2016-01-04 15:15:15,0.029000000000000026,19.81,0.342983333,0.313983333
2016-01-04 15:15:16,0.03686666700000002,19.81,0.345416667,0.30855
2016-01-04 15:15:17,0.06624999999999998,19.81,0.358333333,0.292083333
2016-01-04 15:15:18,0.07523333300000001,19.81,0.36285,0.287616667
2016-01-04 15:15:19,0.08116666699999997,19.81,0.36105,0.279883333
2016-01-04 15:15:20,0.214516667,19.81,0.426616667,0.2121
2016-01-04 15:15:21,0.391066667,19.81,0.51235,0.121283333
2016-01-04 15:15:22,0.469483333,19.81,0.550833333,0.08135
2016-01-04 15:15:23,0.48103333299999995,19.81,0.54565,0.064616667
2016-01-04 15:15:24,0.439133333,19.81,0.496183333,0.05705
2016-01-04 15:15:25,0.4284,19.81,0.491416667,0.063016667
