UTC_time,House overall [kW],Price ($/MWh),use [kW],gen [kW]
2016-01-06 08:54:50,0.325666667,19.81,0.329916667,0.00425
2016-01-06 08:54:51,0.324633333,19.81,0.3289,0.004266667
2016-01-06 08:54:52,0.3238,19.81,0.328016667,0.004216667
2016-01-06 08:54:53,0.323966666,19.81,0.328233333,0.004266667
2016-01-06 08:54:54,0.35933333300000003,19.81,0.363583333,0.00425
2016-01-06 08:54:55,0.419033334,19.81,0.423266667,0.004233333
2016-01-06 08:54:56,0.326866666,19.81,0.331133333,0.004266667
2016-01-06 08:54:57,0.4475,19.81,0.45175,0.00425
2016-01-06 08:54:58,0.73775,19.81,0.741983333,0.004233333
2016-01-06 08:54:59,1.0096,19.81,1.013833333,0.004233333
2016-01-06 08:55:00,1.00435,19.81,1.00855,0.0042
2016-01-06 08:55:01,0.941233333,19.81,0.945433333,0.0042
2016-01-06 08:55:02,0.859016666,19.81,0.863233333,0.004216667
2016-01-06 08:55:03,0.32445,19.81,0.328683333,0.004233333
2016-01-06 08:55:04,0.338833333,19.81,0.343083333,0.00425
2016-01-06 08:55:05,0.435466666,19.81,0.439733333,0.004266667
2016-01-06 08:55:06,0.326333333,19.81,0.3306,0.004266667
2016-01-06 08:55:07,0.324733333,19.81,0.329,0.004266667
2016-01-06 08:55:08,0.32445,19.81,0.3287,0.00425
2016-01-06 08:55:09,0.398133333,19.81,0.402433333,0.0043
2016-01-06 08:55:10,0.42255,19.81,0.42685,0.0043
2016-01-06 08:55:11,0.4233,19.81,0.427616667,0.004316667
2016-01-06 08:55:12,0.422083333,19.81,0.4264,0.004316667
2016-01-06 08:55:13,0.620216667,19.81,0.62455,0.004333333
2016-01-06 08:55:14,0.809683333,19.81,0.814,0.004316667
2016-01-06 08:55:15,1.1732,19.81,1.177483333,0.004283333
2016-01-06 08:55:16,1.2649166669999998,19.81,1.269166667,0.00425
2016-01-06 08:55:17,1.253866667,19.81,1.258166667,0.0043
