time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1452124400,0.300416667,0.00425,0.300416667,0.000266667,0.034866667,0.06435,0.042033333,0.005116667,0.0083,0.013066667,0.0007,1.67e-05,1.67e-05,0.03205,0.001,0.003166667,0.001383333,0.00425,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124401,0.2858,0.00425,0.2858,0.000266667,0.020516667,0.06395,0.04205,0.005133333,0.008483333,0.013083333,0.0007,0.0,1.67e-05,0.032066667,0.001,0.00315,0.001316667,0.00425,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124402,0.318933333,0.00425,0.318933333,0.000266667,0.0205,0.063766667,0.04205,0.0051,0.00825,0.013083333,0.000683333,0.0,1.67e-05,0.0722,0.001033333,0.00315,0.001416667,0.00425,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124403,0.318366667,0.004233333,0.318366667,0.000283333,0.020466667,0.063016667,0.04205,0.005116667,0.00855,0.0131,0.000683333,1.67e-05,0.0,0.07215,0.001033333,0.00315,0.0014,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124404,0.31765,0.004233333,0.31765,0.000266667,0.02045,0.063733333,0.04205,0.005116667,0.008266667,0.013066667,0.000683333,1.67e-05,0.0,0.070733333,0.00105,0.00315,0.001466667,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124405,0.28665,0.004233333,0.28665,0.000266667,0.020483333,0.065133333,0.04205,0.005116667,0.0084,0.0131,0.0007,1.67e-05,0.0,0.032016667,0.001,0.003166667,0.0014,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124406,0.419416667,0.00425,0.419416667,0.0003,0.020716667,0.175433333,0.042,0.005166667,0.00845,0.013216667,0.000716667,1.67e-05,0.0,0.031883333,0.001,0.003166667,0.001216667,0.00425,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124407,0.750633333,0.004233333,0.750633333,0.00035,0.021333333,0.453583333,0.041783333,0.005316667,0.008583333,0.0134,0.000633333,0.000183333,1.67e-05,0.031933333,0.001033333,0.003166667,0.00135,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124408,0.976266667,0.004216667,0.976266667,0.000416667,0.021783333,0.640883333,0.041616667,0.0054,0.00895,0.01355,0.0006,0.000283333,1.67e-05,0.032033333,0.001,0.00315,0.0013,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124409,1.011616667,0.004233333,1.011616667,0.000416667,0.021833333,0.6616,0.041616667,0.005416667,0.008616667,0.013566667,0.0006,0.0003,0.0,0.048666667,0.001016667,0.003133333,0.001433333,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124410,0.9886,0.004216667,0.9886,0.000416667,0.021733333,0.621483333,0.041633333,0.0054,0.008733333,0.013533333,0.000583333,0.000283333,1.67e-05,0.073483333,0.001066667,0.003133333,0.001366667,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124411,0.927833333,0.004216667,0.927833333,0.0004,0.021516667,0.572566667,0.041616667,0.00535,0.0087,0.013433333,0.000583333,0.00025,0.0,0.073033333,0.00105,0.00315,0.001483333,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124412,0.712033333,0.004216667,0.712033333,0.0003,0.09975,0.340133333,0.041816667,0.005183333,0.008433333,0.013116667,0.00065,8.33e-05,1.67e-05,0.055083333,0.001033333,0.003133333,0.001366667,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124413,0.434233333,0.004233333,0.434233333,0.0002,0.173466667,0.063166667,0.042116667,0.005,0.0083,0.012816667,0.000716667,8.33e-05,0.0,0.031866667,0.001,0.003133333,0.001383333,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124414,0.757533333,0.004233333,0.757533333,5e-05,0.505766667,0.063816667,0.042333333,0.00475,0.008066667,0.012383333,0.00075,0.00035,1.67e-05,0.03195,0.001,0.003166667,0.0013,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124415,0.754216667,0.004233333,0.754216667,3.33e-05,0.501716667,0.0644,0.042333333,0.004766667,0.008183333,0.0124,0.000766667,0.00035,0.0,0.031933333,0.001016667,0.00315,0.00125,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124416,0.752016667,0.004216667,0.752016667,5e-05,0.5002,0.064083333,0.042333333,0.00475,0.007983333,0.012383333,0.000766667,0.00035,0.0,0.0319,0.001016667,0.00315,0.001316667,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124417,0.706033333,0.004233333,0.706033333,5e-05,0.4554,0.062083333,0.04225,0.0048,0.008133333,0.01245,0.000766667,0.0003,0.0,0.031933333,0.001016667,0.003133333,0.0013,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124418,0.635633333,0.00425,0.635633333,0.0001,0.380583333,0.063783333,0.0422,0.00485,0.008183333,0.012533333,0.000733333,0.00025,0.0,0.0319,0.001016667,0.00315,0.0013,0.00425,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124419,0.292866667,0.004216667,0.292866667,0.000266667,0.020466667,0.070266667,0.042033333,0.005133333,0.008266667,0.01305,0.0007,1.67e-05,0.0,0.032016667,0.001,0.00315,0.001266667,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124420,0.42585,0.004216667,0.42585,0.0003,0.020716667,0.1806,0.041983333,0.005183333,0.008466667,0.01315,0.000683333,3.33e-05,0.0,0.0319,0.001,0.003166667,0.001316667,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124421,0.821633333,0.0042,0.821633333,0.000383333,0.021416667,0.514133333,0.041716667,0.005333333,0.0085,0.013416667,0.000616667,0.000216667,0.0,0.031916667,0.001,0.003133333,0.001283333,0.0042,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124422,0.973916667,0.0042,0.973916667,0.0004,0.02165,0.63975,0.041566667,0.0054,0.008766667,0.013483333,0.0006,0.000283333,1.67e-05,0.031816667,0.000983333,0.003133333,0.001283333,0.0042,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124423,0.993633333,0.0042,0.993633333,0.000433333,0.021583333,0.659133333,0.041533333,0.0054,0.008983333,0.013416667,0.000583333,0.0003,1.67e-05,0.031833333,0.001,0.003116667,0.001366667,0.0042,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124424,0.92825,0.004233333,0.92825,0.0004,0.021666667,0.602083333,0.041616667,0.005383333,0.008566667,0.0135,0.000616667,0.000266667,1.67e-05,0.031883333,0.001,0.003133333,0.001266667,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124425,0.892966667,0.0042,0.892966667,0.0004,0.021583333,0.572816667,0.0416,0.005366667,0.00865,0.013466667,0.0006,0.000266667,1.67e-05,0.031866667,0.001,0.00315,0.001333333,0.0042,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124426,0.40995,0.004233333,0.40995,0.0003,0.020716667,0.1682,0.04195,0.005166667,0.008333333,0.013166667,0.000683333,5e-05,0.0,0.031983333,0.001,0.00315,0.001283333,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124427,0.326916667,0.00425,0.326916667,0.00025,0.064983333,0.0624,0.042033333,0.005083333,0.008316667,0.013016667,0.000716667,3.33e-05,0.0,0.031966667,0.001,0.00315,0.001283333,0.00425,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124428,0.356433333,0.004266667,0.356433333,0.00025,0.09315,0.063916667,0.042033333,0.00505,0.0083,0.012933333,0.0007,5e-05,0.0,0.03195,0.001,0.003166667,0.00135,0.004266667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124429,0.703266667,0.00425,0.703266667,6.67e-05,0.451166667,0.062483333,0.0423,0.0048,0.008116667,0.01245,0.00075,0.0003,0.0,0.031833333,0.000983333,0.003133333,0.001216667,0.00425,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124430,0.754333333,0.004233333,0.754333333,5e-05,0.501416667,0.0645,0.042333333,0.00475,0.00815,0.012366667,0.000766667,0.00035,1.67e-05,0.0318,0.001,0.00315,0.001283333,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124431,0.7513,0.004216667,0.7513,3.33e-05,0.49985,0.063466667,0.042316667,0.004766667,0.008033333,0.012383333,0.000766667,0.000333333,0.0,0.03175,0.000983333,0.00315,0.001233333,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124432,0.708116667,0.004216667,0.708116667,6.67e-05,0.454966667,0.063766667,0.042216667,0.004783333,0.00815,0.012433333,0.000766667,0.000316667,0.0,0.031716667,0.000983333,0.003133333,0.001266667,0.004216667,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124433,0.743816667,0.004233333,0.743816667,0.000116667,0.3795,0.153733333,0.04215,0.004883333,0.008233333,0.012616667,0.000733333,0.000216667,0.0,0.031683333,0.000983333,0.00315,0.001316667,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124434,0.653316667,0.004233333,0.653316667,0.000333333,0.021083333,0.372683333,0.0418,0.005266667,0.0086,0.013283333,0.00065,0.0001,0.0,0.0318,0.000983333,0.003133333,0.001283333,0.004233333,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124435,0.977033333,0.0042,0.977033333,0.000416667,0.02165,0.64275,0.041533333,0.0054,0.00865,0.0135,0.0006,0.000316667,1.67e-05,0.0318,0.000983333,0.003133333,0.001316667,0.0042,34.47,clear-night,0.66,10.0,Clear,28.0,1012.91,7.75,0.5,292.0,0.0,24.48,0.0
1452124436,0.995566667,0.0042,0.995566667,0.000433333,0.021633333,0.660883333,0.041533333,0.005383333,0.008716667,0.013483333,0.0006,0.000316667,0.0,0.031866667,0.001,0.003133333,0.001316667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124437,0.9655,0.0042,0.9655,0.000416667,0.021583333,0.633316667,0.041533333,0.005383333,0.00875,0.013466667,0.000616667,0.000283333,1.67e-05,0.031866667,0.001,0.003116667,0.001216667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124438,0.962566667,0.004216667,0.962566667,0.0004,0.021583333,0.631016667,0.041533333,0.0054,0.008683333,0.013433333,0.000583333,0.000316667,0.0,0.031833333,0.001,0.003133333,0.00125,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124439,0.958466667,0.0042,0.958466667,0.000416667,0.021533333,0.6276,0.041533333,0.005383333,0.008866667,0.01345,0.000616667,0.000283333,0.0,0.03175,0.00095,0.003116667,0.00125,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124440,0.962116667,0.0042,0.962116667,0.000416667,0.021533333,0.631,0.041516667,0.005383333,0.008733333,0.013433333,0.0006,0.000283333,1.67e-05,0.031833333,0.000966667,0.003116667,0.001266667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124441,0.959083333,0.0042,0.959083333,0.000416667,0.021483333,0.628316667,0.041516667,0.0054,0.008716667,0.013416667,0.0006,0.000283333,1.67e-05,0.0318,0.001,0.003116667,0.001283333,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124442,1.0695,0.0042,1.0695,0.000416667,0.0214,0.6282,0.04145,0.0954,0.008666667,0.013366667,0.000366667,0.000383333,1.67e-05,0.031616667,0.001,0.003116667,0.001166667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124443,1.1319,0.0042,1.1319,0.000416667,0.021383333,0.630216667,0.041416667,0.143783333,0.008633333,0.01335,0.000283333,0.00045,1.67e-05,0.0316,0.000983333,0.0031,0.001166667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124444,1.124333333,0.0042,1.124333333,0.000416667,0.02135,0.628066667,0.041416667,0.140333333,0.0086,0.01335,0.00025,0.000433333,0.0,0.031683333,0.001,0.003083333,0.001266667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124445,1.122883333,0.004166667,1.122883333,0.0004,0.021283333,0.627466667,0.041416667,0.139916667,0.00855,0.013316667,0.000266667,0.000433333,1.67e-05,0.03165,0.001,0.0031,0.001233333,0.004166667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124446,1.12415,0.004233333,1.12415,0.000416667,0.021516667,0.62755,0.041466667,0.13935,0.00875,0.013416667,0.000266667,0.000433333,1.67e-05,0.031916667,0.001,0.003116667,0.0013,0.004233333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124447,1.11785,0.004183333,1.11785,0.000416667,0.02145,0.62365,0.041466667,0.13865,0.008633333,0.013416667,0.000266667,0.000433333,1.67e-05,0.031816667,0.001,0.003133333,0.001183333,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124448,1.1194,0.004233333,1.1194,0.000416667,0.021483333,0.625433333,0.041466667,0.1381,0.008716667,0.013433333,0.000283333,0.000433333,1.67e-05,0.031816667,0.001016667,0.003116667,0.0012,0.004233333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124449,1.211883333,0.004183333,1.211883333,0.000366667,0.118416667,0.62275,0.041483333,0.137633333,0.00855,0.0133,0.0003,0.00035,1.67e-05,0.031916667,0.001,0.003116667,0.00125,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124450,1.415416667,0.004233333,1.415416667,0.000266667,0.321816667,0.6249,0.04165,0.1371,0.008566667,0.012966667,0.0003,0.000166667,0.0,0.031766667,0.001,0.003116667,0.00125,0.004233333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124451,1.580483333,0.004216667,1.580483333,0.000216667,0.497033333,0.618983333,0.041816667,0.13665,0.00835,0.012683333,0.000316667,5e-05,1.67e-05,0.031716667,0.001,0.003116667,0.0012,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124452,1.58075,0.004216667,1.58075,0.0002,0.494883333,0.621583333,0.041816667,0.1362,0.008283333,0.012683333,0.000316667,6.67e-05,1.67e-05,0.031733333,0.001,0.003116667,0.001233333,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124453,1.571633333,0.004216667,1.571633333,0.000216667,0.493666667,0.619083333,0.041783333,0.1321,0.008333333,0.012683333,0.000316667,5e-05,1.67e-05,0.031683333,0.001,0.0031,0.001266667,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124454,1.5309,0.004233333,1.5309,0.000216667,0.456916667,0.618033333,0.04175,0.12975,0.008683333,0.012716667,0.000333333,6.67e-05,0.0,0.031566667,0.000983333,0.003116667,0.001283333,0.004233333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124455,1.506283333,0.004216667,1.506283333,0.000233333,0.432066667,0.6194,0.041733333,0.128433333,0.00835,0.01275,0.000333333,5e-05,0.0,0.031683333,0.001,0.0031,0.001283333,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124456,1.11805,0.0042,1.11805,0.0004,0.0347,0.62415,0.041466667,0.1277,0.008666667,0.013383333,0.0003,0.0004,1.67e-05,0.031666667,0.000983333,0.003116667,0.0013,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124457,1.10555,0.0042,1.10555,0.000416667,0.021366667,0.625,0.041483333,0.127316667,0.0086,0.0134,0.000316667,0.000433333,0.0,0.03175,0.00105,0.003116667,0.0013,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124458,1.102983333,0.004166667,1.102983333,0.000416667,0.0212,0.623966667,0.0414,0.12695,0.008633333,0.013333333,0.000283333,0.0004,1.67e-05,0.031666667,0.001016667,0.003083333,0.001266667,0.004166667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124459,1.1016,0.004216667,1.1016,0.000416667,0.021333333,0.623416667,0.041466667,0.125916667,0.008716667,0.013383333,0.0003,0.000416667,0.0,0.0318,0.000983333,0.003116667,0.001316667,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124460,1.102666667,0.004183333,1.102666667,0.000416667,0.021333333,0.6249,0.041433333,0.125466667,0.008816667,0.0134,0.000283333,0.000416667,0.0,0.03175,0.000966667,0.003116667,0.001283333,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124461,1.099733333,0.004183333,1.099733333,0.0004,0.021233333,0.623616667,0.0414,0.125116667,0.008616667,0.013333333,0.000283333,0.0004,1.67e-05,0.0317,0.001,0.003083333,0.0013,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124462,1.1187,0.004166667,1.1187,0.000433333,0.0212,0.64185,0.041383333,0.1249,0.008516667,0.013333333,0.000283333,0.000433333,0.0,0.031683333,0.001016667,0.0031,0.00125,0.004166667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124463,1.1006,0.0042,1.1006,0.000416667,0.02115,0.624866667,0.041366667,0.124883333,0.00875,0.013316667,0.0003,0.0004,0.0,0.031616667,0.001,0.0031,0.0012,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124464,1.0983,0.0042,1.0983,0.0004,0.0212,0.623583333,0.0414,0.124133333,0.0086,0.01335,0.0003,0.000416667,0.0,0.031666667,0.001,0.003083333,0.001216667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124465,1.084916667,0.004166667,1.084916667,0.000416667,0.021166667,0.612833333,0.041416667,0.12375,0.008633333,0.013316667,0.000283333,0.0004,0.0,0.031666667,0.000983333,0.0031,0.001233333,0.004166667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124466,0.923566667,0.004166667,0.923566667,0.0004,0.020983333,0.564766667,0.04145,0.040233333,0.008633333,0.013266667,0.000516667,0.000283333,1.67e-05,0.0314,0.001016667,0.0031,0.001266667,0.004166667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124467,0.600833333,0.004216667,0.600833333,0.000333333,0.020533333,0.32915,0.0417,0.005416667,0.008366667,0.013116667,0.00065,0.000133333,0.0,0.031683333,0.001,0.0031,0.001266667,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124468,0.285366667,0.004233333,0.285366667,0.000266667,0.01995,0.063783333,0.0419,0.005266667,0.008366667,0.012916667,0.000683333,1.67e-05,0.0,0.03325,0.001016667,0.003116667,0.001316667,0.004233333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124469,0.40355,0.004216667,0.40355,0.000283333,0.01995,0.135683333,0.04185,0.005083333,0.008366667,0.012866667,0.000666667,1.67e-05,0.0,0.070866667,0.001033333,0.003066667,0.001366667,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124470,0.539583333,0.004183333,0.539583333,0.000316667,0.020416667,0.249366667,0.0418,0.005166667,0.0084,0.013083333,0.00065,5e-05,0.0,0.069983333,0.00105,0.003116667,0.0015,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124471,1.067366667,0.004216667,1.067366667,0.000383333,0.089366667,0.639733333,0.041483333,0.0053,0.008516667,0.013266667,0.000583333,0.000233333,0.0,0.066,0.001033333,0.003083333,0.0013,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124472,1.0517,0.0042,1.0517,0.000366667,0.10965,0.6331,0.041433333,0.0055,0.008566667,0.013216667,0.000616667,0.000233333,1.67e-05,0.031683333,0.001,0.0031,0.001316667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124473,1.4379,0.00425,1.4379,0.0002,0.500383333,0.634983333,0.041816667,0.0052,0.008333333,0.012633333,0.00065,1.67e-05,3.33e-05,0.031583333,0.000983333,0.0031,0.001266667,0.00425,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124474,1.438983333,0.0042,1.438983333,0.000216667,0.495966667,0.640916667,0.0418,0.005,0.0083,0.012583333,0.00065,3.33e-05,0.0,0.03145,0.001,0.003083333,0.001266667,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124475,1.3901,0.0042,1.3901,0.000216667,0.459066667,0.629016667,0.041733333,0.005016667,0.008616667,0.012633333,0.00065,1.67e-05,1.67e-05,0.031483333,0.001,0.003066667,0.001283333,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124476,1.404133333,0.004233333,1.404133333,0.000233333,0.435133333,0.651216667,0.041733333,0.00505,0.0083,0.0127,0.00065,1.67e-05,1.67e-05,0.047416667,0.001016667,0.003083333,0.001333333,0.004233333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124477,1.013016667,0.004183333,1.013016667,0.000416667,0.035716667,0.63225,0.0415,0.005566667,0.00855,0.01335,0.000583333,0.00025,1.67e-05,0.072166667,0.001066667,0.0031,0.001466667,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124478,1.025483333,0.0042,1.025483333,0.000433333,0.021433333,0.656883333,0.041516667,0.005566667,0.008633333,0.013433333,0.000583333,0.000283333,1.67e-05,0.071733333,0.001066667,0.0031,0.0014,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124479,0.995716667,0.004183333,0.995716667,0.000416667,0.02135,0.635166667,0.041516667,0.005366667,0.008733333,0.0134,0.0006,0.000283333,0.0,0.065133333,0.00105,0.0031,0.001416667,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124480,0.971966667,0.004216667,0.971966667,0.000416667,0.021316667,0.642516667,0.0415,0.005383333,0.008716667,0.013383333,0.000616667,0.000283333,0.0,0.031716667,0.001,0.0031,0.001283333,0.004216667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124481,0.8841,0.0042,0.8841,0.0004,0.021233333,0.5669,0.0415,0.00535,0.008483333,0.013333333,0.000583333,0.00025,3.33e-05,0.031583333,0.001,0.003116667,0.001283333,0.0042,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124482,0.603533333,0.004183333,0.603533333,0.000333333,0.020666667,0.330883333,0.0417,0.005433333,0.008516667,0.013133333,0.00065,0.000133333,0.0,0.031616667,0.001,0.0031,0.001366667,0.004183333,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124483,0.310566667,0.00425,0.310566667,0.000266667,0.0202,0.062933333,0.041966667,0.005266667,0.008216667,0.013016667,0.000716667,1.67e-05,0.0,0.03175,0.001,0.0031,0.001283333,0.00425,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124484,0.37715,0.004266667,0.37715,0.000283333,0.020166667,0.06345,0.041966667,0.005083333,0.008233333,0.012983333,0.000666667,3.33e-05,0.0,0.0317,0.00105,0.002966667,0.00135,0.004266667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
1452124485,0.376883333,0.004266667,0.376883333,0.000266667,0.0202,0.0648,0.041983333,0.005083333,0.008633333,0.013016667,0.000666667,1.67e-05,0.0,0.031666667,0.001016667,0.002983333,0.001283333,0.004266667,34.52,clear-night,0.66,9.72,Clear,27.77,1013.29,8.24,0.5,292.0,0.0,24.46,0.0
